artist_name	artist_image	spotify_url
Aoratos	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7goMYWzVr0gSLhmerhAV6v
Aphasia	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/62Jg3YvvzQsmfxMjCJX4B5
Apocalypse Orchestra	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5McxshLeSMrORjTGNKXLIs
Apocalyptica	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4Lm0pUvmisUHMdoky5ch2I
Apologies, I Have None	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4jlwmPhKc4tIVeguJ7N9T0
Apostle Of Solitude	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2mwF473HeljO3UyijU2Pfh
Appalooza	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/66PjIxw8jYYgPCAx8jZBK8
Aqua Timez	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2XhA8BOHxO5NwbY6q3W8mD
Aquarium	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3nAumcukmBxn8y7Su8RagW
Aquarium Rescue Unit	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2PsxRvGsP2fZqLjEbE1laI
Aquilo	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/26GHRG8x1F4AzbCKzUaIbw
Aquilus	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1AKQ12On2ydAN0jykcB929
Arashi	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1XYuC1vxinTjHCNd5clB8C
Arca	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/57nPqD7z62gDdq37US9XJR
Arcadea	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3kjuyTCjPG1WMFCiyc5IuB
Arcadia Grey	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0jVOavowJ5X4ooKXX5PcM1
Arcadia Grey		https://open.spotify.com/artist/0jVOavowJ5X4ooKXX5PcM1
Arcane	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/57nPqD7z62gDdq37US9XJR
Arcane Existence	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3YBhGwDRiOvcrQPBv16Zix
Arcane Roots	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/58jeN5Whh7fhR67rE46qBt
Arcem	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5JJc8is4VzgOz8ZanDj18J
Arch Enemy	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0DCw6lHkzh9t7f8Hb4Z0Sx
Arch/Matheos	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/20FEgW8w3CzSuwHa88kVas
Archaeologist	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/49N7pfoh57RPn2yoBLfUjR
Architects	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3ZztVuWxHzNpl0THurTFCv
Archivist	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/30ImAYhN4WeILPd5PHbYuj
Archspire	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7F9ZL4TJNr8AoU0UUQX8ih
Arctic Monkeys	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH
Arcturus	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0UGvFl1tJ49Co99gaXZH9Z
Are You an Intermediate Bassist? (17		https://open.spotify.com/artist/77bej6kjd7X3r4r9llRYjz
Arecibo	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/58vTW0C6HjILODi0zi7gIh
Arena	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7tVzCaZxXnF83cqVVcJ15j
Aretha Franklin	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok
Aric Improta	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6VfriAbfwG5puJ8MBfTG0l
Ariel Posen	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2eiy8nxhJQnnBYMMXR6u5y
Arise In Stability	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2c11uzULouQ8xxq21qK7n9
Arjen Anthony Lucassen's Star One	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1W5pfX7IGyw9wCmfARg1pi
Ark	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6jf2eKjiPT6P18RbOSLzf0
Arkaea	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2BHzqg2toz6AFz5JWJD6Zr
Arkentype	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4IzmDCzlwnl81Q2rwskK3g
Arm's Length	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1KXSj6uiC8Wtl2wCckVmAD
Armchair Cynics	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0x2dx3ZK9ZXcKaOrh3SnyN
Armor for Sleep	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7eSbps3Uha3MMBNWhMYa2H
Armored Saint	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4ug41UGuMZzlV2hJOrOqHN
Army Of Anyone	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5fK8ePF67lxuQ8wnuabutF
Arrested Youth	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4UhExRgMW9QR7oNmTI2lPG
Ars Magna Umbrae	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4ZQP6y6wXUNq2nsp54qUv4
Art By Numbers	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2q1NONXOlr4Rfr6BBalb9t
Art Far Away	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2Dh2HGnBtHVVxFpWr8PxEL
Art Of Illusion	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3flAgnNb660QGu1PGWskXI
Art of Dying	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/28DlNBW2UlEVVgTuCcYtTe
Arthur Johnstone	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/10dgHXB7BMuW8lncV5wNsJ
Arthur Rubinstein	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5N1GUHhFMRFFgMTjSOJDb9
Arthur Russell	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3iJJD5v7oIFUevW4N5w5cj
Artichoke	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2MOGVTGXHBAetfTkyXgraD
Artifacts	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4hz8ohK9ESaFbJBAXvWJGL
Artifex Pereo	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7mC6ywPKZSvXARBrQT1fSN
Artificial Language	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/10Mmz2UngxRjkZmz0a1H32
Artificial Silence	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3OAFzK4FymChjD3KxXRKFl
Arvo Pärt	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2P6ygesd9xg5DPOBnda2jg
Aryia	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR
As Artifacts	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/28wDm8OdLibBkjp8c6RAQT
As Everything Unfolds	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/28IImD2QqPWTQ2cWgOMQNT
As I Lay Dying	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2vd2HnNh4pdYa9gDVHFjEu
As Per Casper	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/25aPnk8nOX3q1mht6GMZgk
Ascendant	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3IMOGrM63og03I4jMYo35G
Ascension	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6bKfpjfLVLO5crb14VBvZW
Aseitas	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/69l3t2h2pbdNYflhClfIK8
Ashbreather	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/40YBhqBWjVyXLsThoIk4ZX
Ashbringer	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/697R3cOlkWzOAkXztLzeg2
Ashbury	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3rclGaNhwMNMcU2GkN91j9
Ashen	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6P5NO5hzJbuOqSdyPB7SJM
Ashenspire	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3o4fUiasOIIsbjY8urlqX9
Ashes in Sapphire		https://open.spotify.com/artist/68kOPFLhlj92X8CabaUsbE
Ashley Park	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/59QZR94fPLVcOx2sWEk7xn
Asian Death Crustacean	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2axaJ9R5nARbzXNc2E5oTK
Asian Glow	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/74om4qLxb9MIsubhtvxQQJ
Ask the Slave	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6s8NQ6MtcqMbYWm0lXBju8
Asking Alexandria	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1caBfBEapzw8z2Qz9q0OaQ
Asta Kask	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5rGLwYZPJr2rUTiDk5JoWX
Astodan	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2boWoDEaZ6lcu3m7ofW9m1
Astrakhan	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3Sj2jejtRp1Vbz8Yl1JOV3
Astral King	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1lf6ZLHzJmR8d6gLHt51dn
Astron	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6qiuwoB9ro3SX0ZjSXnr0y
Astronoid	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2S13OV7nLeciVigE0Wxo7E
Astrosaur	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4INYDGPCFWkfUCco52iDXc
Astrosoniq	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0CEglObkyPUTo18EYUzAZk
Asunojokei	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7IQC58yeUxHkY0vtkKYzyF
At the Drive-In	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5E2rtn57BM2WPjwak4kGd5
Atheist	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5QPy3HBn3AwzLEAQ8QeIo4
Athemon	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/51E2ZhB7SOSGO5fmpKRKxZ
Athenaeum	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2sGlDQ2sedrgzVGMvnBgOG
Athletic Progression	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2BBIIe7eBYThLcIrZGZb3I
Atlantean Kodex	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/151tTWDhir2XguTqwE5pR1
Atlas	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/395RUhnuJcbFdgp6nYZsih
Atlases	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3J0Xvj8KIkSVIURJlZBQhj
Atomic Influx		https://open.spotify.com/artist/4vd4rF6VLMGBv2Xa1Ungij
Atomship	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4PbKVheWA7ToOxOrqqzjol
Atonia	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4TLzMoEaUDkcAfIlY3Xhxn
Atreyu	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3LkSiHbjqOHCKCqBfEZOTv
Attic of Love	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6m8QMgbKbxuJdMixKiv3gx
Atumatu	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/17CmMoyq5cCyjAGQQVSY1h
Au4	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N
Au5	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/40WIa01eubnEVkxUHeDZyF
Audioslave	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2ziB7fzrXBoh1HUPS6sVFn
Audiotree		https://open.spotify.com/artist/1j8QyWpOJKAe6Iw2KvEg2j
Audiovent	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7rLROMpngJJNjgA0QuFslW
Audrey Fall	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1evuNsiLo3ohG4xIYhPL03
Augury	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7Iy3W9Pe1ivZzIM3jZvW59
August Wilhelmsson	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/34hmgPKKRJX6fvkosRxDO7
Augustana	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/61YE3whKiuRr83j1yOm5M7
Aurora	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N
Austere	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/7gyVPCoE80rSyEW6yuJ6HM
Austin Possum		https://open.spotify.com/artist/6CapYIkvpTyBd7aPgAn1ex
Autarch	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0OjxdqAdbrQLEmD8D89YNB
Autarkh	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1H39MVSkrqbzRSf3vfNSp5
Author & Punisher	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4QtqJ5KVIhBruJWEhWjnsv
Authority Zero	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5CHcX5KtuSz5uo1p5fM3sz
Autocatalytica	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5PmZJ1IQnCPYwPSKNl43PW
Autograph	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2koMWjvRRF0cOpJnjhdKx0
Autoheart	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5Lm1CMoa8VOCBCLZesAcvc
Autonoesis	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2gT6K6lpajAEHl086EZxWQ
Autopsy	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6hR8mUd2yyHFazoCuweiIJ
Autopulver	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5rDUhleCXiSB8iweHNItrZ
Auðn	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0kJO65h553i1iGsZutBuqz
Avandra	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5HgD26g6k6mV1ximiy4yQg
Avantasia	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1Ih0fEQQsy9EeAJbYEeQRa
Avatar	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4jpaXieuls7LVzG1uma5Rs
Avatarium	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2W5ONRbOs5vXUbedSWJQlA
Ave Air	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2P6DMnuFgtU6UWuxTcF5nU
Avec le Soleil Sortant de sa Bouche	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/41a6hk0JlwGO5Tx7Pw9Bmd
Avenade	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5wbQ674GzsknR3lZucAVhx
Avenged Sevenfold	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0nmQIMXWTXfhgOBdNzhGOs
Aver	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/79OSA519ScnPY0MVDpu8ZV
Average White Band	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3tx8fyu3c4OBP5nejYtUOb
Avery Young	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1Uc5aI4Mz5c9SPUEjUga29
Aviations	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6dW9mkTQTr10cm2Lv4pPuY
Avkrvst	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3TkSufoEFh458zHkM2VsvW
Avraham Fried	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5GCh3ZazIVWg8eKb5Akv0q
Avril Lavigne	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0p4nmQO2msCgU4IF37Wi3j
Avslut	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4YYI1SQ1OPHDN9SwseZwhn
Awkward Marina	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2tZhjPJa22VaG9rBTpQhow
Axial Lead	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0jqSJbUHIONXvfvPXZc88k
Ayahuasca	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1YaUU5EeLGSSjCfp0PABqo
Ayreon	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/2RSApl0SXcVT8Yiy4UaPSt
Azure	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/3OMf1IYkdO3rYc4J1G90tE
Azusa	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/35jlPjvRx3pLt2yQYbFFRL
B R I Q U E V I L L E	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/1JNj4L9dFFnptBKFKpUaFL
BANTAMWEIGHT	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/0OZRuRZgJz7XsQL3GUdelD
BDRMM	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/4Cx5LnF4WNJIn9SSqyeq9C
BIG|BRAVE	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5nlpqhz47LYv7KvarJdh44
BIRTHDAY	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/5B88PRKksAaUUU2WNppc2w
BLACK NARCISSUS	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/6HeMBMDzJrHru47Q9wwVa3
BLACKPINK	https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png	https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF
BLEACH BOY		https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV
